hero_name,player_name,team_name,deaths_avg_per_1m,eliminations_avg_per_1m,final_blows_avg_per_1m,healing_avg_per_1m,hero_damage_avg_per_1m,time_played_total,ultimates_earned_avg_per_1m
overall,Libero,NYE,0.4183525281835614,1.7088091728113162,0.4392701545927395,739.2700765124684,466.6803268422917,74578.25135052204,0.42559324501750767
ana,Libero,NYE,0.7803538195273161,0.39017690976365804,0.0,1102.238536750695,84.8634801062058,153.7763985991478,0.39017690976365804
hanzo,Libero,NYE,0.4775595788215536,2.0838963439485974,1.2590207078022777,0.0,716.6639033656852,1382.0265141129494,0.39073056449036203
mei,Libero,NYE,1.3116637386441634,1.3116637386441634,1.3116637386441634,0.0,935.6971716783112,45.74343121051788,0.0
brigitte,Libero,NYE,0.3938273525084252,1.7424150527264959,0.40015026871842285,821.7194296404145,442.1590986286135,66425.04598367214,0.443507408444121
symmetra,Libero,NYE,0.0,0.0,0.0,0.0,0.0,10.705154240131378,0.0
roadhog,Libero,NYE,0.6489355984134194,0.0,0.0,172.18285911812362,6.088631555905741,92.45909786224365,0.0
reaper,Libero,NYE,0.0,0.0,0.0,245.39365755707757,675.6463209777482,15.579442024230957,0.0
widowmaker,Libero,NYE,0.5314075939925818,0.2657037969962909,0.2657037969962909,0.0,470.24075426455397,225.8153653740883,0.0
genji,Libero,NYE,0.88322003101279,0.88322003101279,0.7065760248102321,0.0,545.4843323692787,339.66620939970016,0.35328801240511604
junkrat,Libero,NYE,0.7708347212811225,0.7708347212811225,0.7708347212811225,0.0,526.2726858061621,77.83769768476486,0.0
dva,Libero,NYE,0.49415327366699596,1.2353831841674898,0.43238411445862146,0.0,383.7320640458328,1942.7170701026917,0.24707663683349798
zenyatta,Libero,NYE,0.0,0.0,0.0,0.0,0.0,1.9455443620681763,0.0
mccree,Libero,NYE,0.0,2.5682678138111807,0.0,0.0,179.77874696678265,23.36204957962036,0.0
sombra,Libero,NYE,0.0,3.7002425477480765,1.2334141825826923,0.0,239.60416096943993,48.64545977115631,0.0
reinhardt,Libero,NYE,0.0,0.0,0.0,0.0,0.0,18.498582243919373,0.0
pharah,Libero,NYE,0.6344990619332576,1.3451380112985059,0.8121587992745696,0.0,1000.641125484076,2364.069688975811,0.3045595497279636
mercy,Libero,NYE,0.0,0.0,0.0,0.0,0.0,7.777495265007019,0.0
bastion,Libero,NYE,0.33262574628099656,2.55013072148764,1.219627736363654,96.37458726270854,922.0801652549027,541.1487295031548,0.33262574628099656
doomfist,Libero,NYE,1.4337394471461231,2.048199210208747,1.4337394471461231,0.0,619.4277726241303,292.94025552272797,0.0
tracer,Libero,NYE,1.2029580962476356,0.9022185721857268,0.3007395240619089,0.0,348.66812164560133,199.5081962943077,0.0
wreckingball,Libero,NYE,2.1635725597381383,0.0,0.0,0.0,408.72886910493924,55.463820457458496,0.0
ashe,Libero,NYE,0.0,0.0,0.0,0.0,0.0,12.644934237003326,0.0
baptiste,Libero,NYE,0.7976754937712817,0.9970943672141022,0.19941887344282042,1028.0855770946064,479.7588322881936,300.8742300271988,0.5982566203284613
overall,BIRDRING,LDN,0.43250131083582505,1.6896384543319567,0.45902805790042234,633.504731908118,544.5772232257482,52022.963714301586,0.42788796352024294
ana,BIRDRING,LDN,0.0,0.0,0.0,0.0,0.0,4.868670761585236,0.0
hanzo,BIRDRING,LDN,0.5355946002989674,1.5580933826879053,0.5842850185079644,0.0,659.8717586265612,1232.275306046009,0.3408329274629793
brigitte,BIRDRING,LDN,0.3939002748862284,1.7702158598641966,0.40635561954666255,841.2517351917973,476.76703575933027,38537.67303001881,0.4483924077756276
reaper,BIRDRING,LDN,1.0190036206470008,2.547509051617502,0.5095018103235004,56.17257361636833,520.1568961931164,117.76209384202957,0.0
widowmaker,BIRDRING,LDN,0.4369135889605675,1.27218956785577,0.7324727814927161,0.0,543.6971627408191,4669.1154762506485,0.3212599918827702
genji,BIRDRING,LDN,0.3059061080441975,1.9883897022872836,0.9177183241325924,0.0,595.311195269817,392.2772276997566,0.3059061080441975
zarya,BIRDRING,LDN,0.49621978162810065,1.8525538514115758,0.6285450567289275,0.0,1088.700058415815,3627.424916625023,0.49621978162810065
orisa,BIRDRING,LDN,0.0,0.0,0.0,0.0,0.0,6.801435470581055,0.0
mccree,BIRDRING,LDN,0.4325859681637096,1.5140508885729835,0.6488789522455645,0.0,979.8955184388349,554.8030164241791,0.32443947612278223
sombra,BIRDRING,LDN,0.4911303768954474,1.2278259422386186,0.0,0.0,602.6548923681196,244.33430641889572,0.4911303768954474
soldier76,BIRDRING,LDN,0.48541924090688493,0.24270962045344247,0.0,65.71740454204483,793.4042522523793,247.2089894413948,0.24270962045344247
mercy,BIRDRING,LDN,0.0,0.0,0.0,0.0,0.0,18.494104504585266,0.0
doomfist,BIRDRING,LDN,1.6347385554740506,0.7006022380603074,0.46706815870687163,0.0,493.71654765140653,256.92181700468063,0.0
tracer,BIRDRING,LDN,0.9247666346227037,1.078894407059821,0.35963146901994036,0.0,567.7570595940226,1167.8622038960457,0.30825554487423457
wreckingball,BIRDRING,LDN,0.0,2.8014210526410994,0.0,0.0,434.2202631593704,21.417701542377472,0.0
ashe,BIRDRING,LDN,0.26916558768250853,1.8841591137775597,0.8074967630475256,0.0,1486.9016529912217,222.91111028194427,0.5383311753650171
baptiste,BIRDRING,LDN,0.7705344123946481,1.284224020657747,0.42807467355258233,733.5037286934144,490.36037872026805,700.8123080730438,0.42807467355258233
overall,Mano,NYE,0.4970515858927224,1.68615191829762,0.599520682061376,0.32387822572943364,733.5246721108557,78462.68095082045,0.4450523430608684
winston,Mano,NYE,0.5345981845892354,1.6868927171753592,0.5567576948312762,0.0,694.4264507275908,21661.128551900387,0.39056136801596986
hanzo,Mano,NYE,0.0,0.0,0.0,0.0,0.0,29.18902748823166,0.0
mei,Mano,NYE,1.6436654403707733,0.0,0.0,121.65286997569336,450.3948127339624,146.01511603593826,0.0
symmetra,Mano,NYE,0.0,0.0,0.0,0.0,0.0,5.833563268184662,0.0
roadhog,Mano,NYE,0.0,0.0,0.0,0.0,0.0,10.703662931919098,0.0
reaper,Mano,NYE,0.8933279149110392,5.359967489466236,2.679983744733118,113.88733806160714,622.028796085034,67.16458648443222,0.0
widowmaker,Mano,NYE,0.0,0.0,0.0,0.0,0.0,10.695064961910248,0.0
genji,Mano,NYE,0.0,0.0,0.0,0.0,0.0,0.9738369584083557,0.0
orisa,Mano,NYE,0.5353756231025614,1.2293810604577335,0.4164032624131033,0.0,415.2282115820074,3025.912891983986,0.19828726781576347
sombra,Mano,NYE,0.0,0.0,0.0,0.0,0.0,190.78208184242249,0.0
reinhardt,Mano,NYE,0.47243980158125864,1.7215420042468592,0.6406570036594341,0.0,782.5096819065485,50292.12170624733,0.49510736781874326
doomfist,Mano,NYE,0.0,0.0,0.0,0.0,44.63012922217881,13.620981514453888,0.0
wreckingball,Mano,NYE,0.5783536432500402,1.6951744715949455,0.4387510397069271,0.0,596.1644349659841,3008.5398792028427,0.31909166524140153
overall,SPACE,VAL,0.33324244069364156,1.683301559401215,0.4827743051074551,0.6276191765641067,666.7793077998346,56175.317768752575,0.42402964408774263
winston,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,6.816723167896271,0.0
roadhog,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,4.866945803165436,0.0
genji,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,3.893445909023285,0.0
zarya,SPACE,VAL,0.4766589963378807,1.1122043247883884,0.4766589963378807,0.0,983.5061131436357,377.62845426797867,0.31777266422525385
orisa,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,0.9742340445518494,0.0
junkrat,SPACE,VAL,0.0,0.0,0.0,0.0,85.32900453816687,31.142938435077667,0.0
dva,SPACE,VAL,0.3264186018439613,1.7073352632041772,0.4901811546334741,0.0292006326291789,668.1380029631655,54224.85085105896,0.4271104417348104
sombra,SPACE,VAL,0.5546648851875484,1.0300919296340185,0.23771352222323505,22.235000967248173,563.1160297628433,1514.4279409646988,0.3565702833348526
bastion,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,1.9525372385978699,0.0
tracer,SPACE,VAL,0.0,0.0,0.0,0.0,0.0,8.763697862625122,0.0
overall,Closer,DAL,0.31941074917431306,1.2021301293652815,0.20310357420323166,576.2367380115238,388.84186300488045,69127.29160517454,0.3150709292127055
baptiste,Closer,DAL,0.27978253468207365,0.5595650693641473,0.04663042244701227,983.782446132198,159.74952591545755,1286.7136270999908,0.4196738020231105
lucio,Closer,DAL,0.32644284941603174,1.3203014948191432,0.22376349618725022,528.5516149645281,428.55305875199963,61940.39794766903,0.30222602082433797
ana,Closer,DAL,0.0,1.3545820639224055,0.0,933.2925625645945,245.52984581408657,88.58820974826813,0.0
mercy,Closer,DAL,0.258104843954846,0.08259355006555073,0.020648387516387683,988.7932318468025,18.50352078533915,5811.591820657253,0.4336161378441413
overall,OGE,DAL,0.5904014422287648,1.5807847489026143,0.5430484255312359,0.015672394821275335,802.4119730546313,59552.70005315542,0.44028230418766245
winston,OGE,DAL,0.4930482730663706,1.6467812320416777,0.6409627549862817,0.0,793.1139774434982,12169.19382494688,0.3993691011837602
ana,OGE,DAL,0.0,0.0,0.0,0.0,0.0,4.868689060211182,0.0
hanzo,OGE,DAL,0.0,0.0,0.0,0.0,0.0,6.8148834109306335,0.0
roadhog,OGE,DAL,0.0,0.0,0.0,0.0,0.0,0.9761789441108704,0.0
widowmaker,OGE,DAL,0.0,0.0,0.0,0.0,0.0,1.9426726698875427,0.0
genji,OGE,DAL,0.0,0.0,0.0,0.0,0.0,4.866182923316956,0.0
orisa,OGE,DAL,0.5133884820143311,1.2242340724957124,0.43440563862751086,0.0,424.4502116378583,1519.3172954320908,0.1974571084670504
torbjorn,OGE,DAL,0.0,0.0,0.0,0.0,0.0,1.9500371813774109,0.0
sombra,OGE,DAL,0.0,0.0,0.0,0.0,0.0,21.39227944612503,0.0
soldier76,OGE,DAL,0.0,0.0,0.0,56.40562037233969,620.0588639781026,16.546816110610962,0.0
reinhardt,OGE,DAL,0.6055349702413614,1.6073697150571604,0.5251664844885033,0.0,837.6088245125768,43300.55453205109,0.47389693323236975
doomfist,OGE,DAL,2.201647754719415,0.0,0.0,0.0,303.6173803043242,54.50463169813156,0.0
tracer,OGE,DAL,1.4447394877742108,1.926319317032281,0.9631596585161405,0.0,486.28368540606533,124.58993577957153,0.0
wreckingball,OGE,DAL,0.7999373490784744,1.0321772246173864,0.43867532046238916,0.0,487.2934899224474,2325.182093501091,0.23223987553891193
overall,aKm,DAL,0.4691244503583882,1.7981511518828648,0.5799562960642396,8.691510209687127,988.8242504061518,62797.8353664875,0.47772347287004907
hanzo,aKm,DAL,0.5870821218150325,2.34832848726013,0.5870821218150325,0.0,891.1468786670198,102.20035284757614,0.5870821218150325
symmetra,aKm,DAL,0.6044735434781472,0.6044735434781472,0.0,0.0,779.546313984128,99.25992733240128,0.6044735434781472
roadhog,aKm,DAL,0.3852950367562167,1.15588511026865,0.7705900735124334,214.0119704584256,492.50769895880023,155.72481936216354,0.3852950367562167
widowmaker,aKm,DAL,0.6746191815721193,1.2561874415480843,0.814195563966351,0.0,711.8908696566994,2579.2329176664352,0.37220368638461754
zarya,aKm,DAL,0.46306080768666247,1.9545771108983985,0.6140032809104916,0.0,1062.0345479835837,46905.28682076931,0.48352758371701215
mccree,aKm,DAL,0.5378053302608249,0.8739336616738403,0.3361283314130155,0.0,859.7932011420983,892.5162563323975,0.40335399769561864
sombra,aKm,DAL,0.419455113603287,1.4397513358815528,0.3967818642193256,42.770948231545205,731.584906509525,10585.161215126514,0.49314317410116176
soldier76,aKm,DAL,0.31534335148164233,1.2613734059265693,0.6306867029632847,156.99807458753733,1196.0683320070516,380.53759318590164,0.31534335148164233
pharah,aKm,DAL,0.5902110852523883,0.9836851420873137,0.5902110852523883,0.0,1199.9880259594206,914.9269024133682,0.5246320757799007
bastion,aKm,DAL,1.5801737926108204,1.5801737926108204,0.0,0.0,1080.8388741458011,37.970506966114044,0.0
tracer,aKm,DAL,1.2412247608674123,0.4137415869558041,0.4137415869558041,0.0,650.2103816371788,145.01805448532104,0.0
overall,KariV,VAL,0.4521200234371537,1.545259532158491,0.43044303601208467,487.20608884231814,758.8387129377948,58126.15818297863,0.4768937233515183
ana,KariV,VAL,0.44680117960932847,1.2178935379673632,0.263036178318395,687.3778676199487,356.2731234965914,16651.70178490877,0.4359914736510383
hanzo,KariV,VAL,0.6490258667024339,1.2980517334048678,0.6490258667024339,0.0,604.0515214242026,92.44623839855194,0.0
mei,KariV,VAL,0.0,0.0,0.0,0.0,0.0,8.749822437763214,0.0
symmetra,KariV,VAL,0.0,0.0,0.0,0.0,0.0,2.921565532684326,0.0
roadhog,KariV,VAL,0.4360646400651713,0.9811454401466355,0.654096960097757,484.68883946741596,531.6413156431709,1100.754236638546,0.38155656005702493
reaper,KariV,VAL,0.5591636065554847,0.9785363114720982,0.4193727049166135,163.1099394620535,855.4077378014185,429.212483048439,0.27958180327774235
widowmaker,KariV,VAL,0.8443291823826192,0.0,0.0,0.0,550.7085014303639,142.124662399292,0.4221645911913096
zarya,KariV,VAL,0.46391555852004407,1.8718453349587825,0.5421338794333074,0.0,1072.4197811119222,22245.42766559124,0.5016761272367919
orisa,KariV,VAL,0.0,0.0,0.0,0.0,0.0,3.894408643245697,0.0
dva,KariV,VAL,0.0,0.0,0.0,0.0,0.0,8.759336650371552,0.0
zenyatta,KariV,VAL,0.435553277420133,1.5464139299228576,0.4715163920695018,871.1143995051568,801.1806043833802,15015.3846591115,0.46752049044179417
mccree,KariV,VAL,0.4969989084437512,1.9879956337750049,0.4969989084437512,0.0,946.291486144509,120.72461122274399,0.4969989084437512
moira,KariV,VAL,0.4172291725728136,1.3073180740614827,0.22252222537216726,1478.732978476234,464.1005620200979,2157.0879007577896,0.7231972324595436
tracer,KariV,VAL,0.4403361766254263,0.0,0.0,0.0,499.96986471302927,136.2595289349556,0.4403361766254263
wreckingball,KariV,VAL,5.6026182215868365,0.0,0.0,0.0,1812.6277187879625,10.7092787027359,0.0
overall,Danteh,HOU,0.384553448737184,1.7578025540287758,0.5036339200790961,43.49454348286604,782.6422454848436,54920.844083845615,0.4555647389869481
ana,Danteh,HOU,0.0,0.0,0.0,0.0,0.0,1.9470790028572083,0.0
hanzo,Danteh,HOU,0.0,0.0,0.0,0.0,334.845171318571,22.398411691188812,0.0
mei,Danteh,HOU,0.0,0.0,0.0,0.0,0.0,9.724407017230988,0.0
brigitte,Danteh,HOU,0.7818323776993812,0.822981450209875,0.20574536255246875,835.5663810561313,451.36841985001143,1458.1130591630936,0.4526397976154312
genji,Danteh,HOU,0.0,0.0,0.0,0.0,0.0,11.675910234451294,0.0
zarya,Danteh,HOU,0.48886504420104043,1.4282527761951966,0.42655871503816273,0.0,1078.3804055084738,12518.792400062084,0.4696938659970781
dva,Danteh,HOU,0.4762784440761265,1.683984498697733,0.5443182218012874,0.0851347657142677,660.1998279762407,3527.3483839035034,0.3742187774883851
torbjorn,Danteh,HOU,0.0,0.0,0.0,0.0,0.0,0.9748856425285339,0.0
sombra,Danteh,HOU,0.27726786565403827,1.903309735844495,0.5098151078154897,34.57331460263936,701.3161201806035,33541.571714639664,0.457939184564089
soldier76,Danteh,HOU,0.8890048716021952,0.5926699144014634,0.0,51.676756596038324,774.4743718006538,202.47358113527298,0.2963349572007317
pharah,Danteh,HOU,0.572893273691855,2.9790450231976466,1.3749438568604522,0.0,1009.9667398014194,523.6577453017235,0.34373596421511304
doomfist,Danteh,HOU,2.4647173225721475,0.0,0.0,0.0,372.1723157083943,24.343562424182892,0.0
tracer,Danteh,HOU,0.7445197895343831,2.080275882522541,0.7664174304030414,0.0,760.2282510785528,2740.021190404892,0.5474410217164583
wreckingball,Danteh,HOU,0.888094857820368,0.888094857820368,0.5328569146922207,0.0,556.2948231997773,337.80175322294235,0.17761897156407358
overall,Saebyeolbe,NYE,0.36266831318808157,1.7519669283239634,0.56074100731388,86.02145316815707,580.6470505235418,21507.255297362804,0.42404295080452614
hanzo,Saebyeolbe,NYE,0.8892201297017539,0.8892201297017539,0.44461006485087695,0.0,687.8612406244993,404.84913462400436,0.29640670990058465
mei,Saebyeolbe,NYE,0.3793456232286391,2.086400927757515,0.5690184348429587,20.324172336254723,727.9667637548631,316.33421516418457,0.3793456232286391
brigitte,Saebyeolbe,NYE,0.5341062473754162,1.182663833474136,0.19075223120550577,710.005899034298,408.71979887086275,1572.7207912802696,0.41965490865211275
roadhog,Saebyeolbe,NYE,0.4372449570550488,1.3117348711651464,0.8744899141100976,427.7130266549754,456.96423916436623,274.4457038640976,0.4372449570550488
dva,Saebyeolbe,NYE,0.2828028818096416,1.060510806786156,0.35350360226205196,0.0,329.1257139324157,848.6476462483406,0.4242043227144624
mccree,Saebyeolbe,NYE,1.0102572812323385,0.0,0.0,0.0,332.24203538350514,118.78162348270416,0.0
sombra,Saebyeolbe,NYE,0.3325413022564559,1.8642466944680103,0.601261546504097,34.12921105232776,606.4115256370632,17862.442829489708,0.43331139384932127
reinhardt,Saebyeolbe,NYE,0.0,0.0,0.0,0.0,0.0,1.9434652924537659,0.0
doomfist,Saebyeolbe,NYE,0.0,0.0,0.0,0.0,0.0,2.9208258390426636,0.0
tracer,Saebyeolbe,NYE,0.5759867546380857,2.3039470185523427,1.1519735092761714,0.0,579.6568846183216,104.16906207799911,0.0
